Title,Authors,Abstract,Notes,Inc/Exc,Year,Source title,Volume,Issue,Database
Teaching articles to ESL learners with GBL and scaffolding,Gillian E.,"Teaching the use of the English articles a, an, and the in written sentences to teenage Polish students is a very difficult teaching task as the Polish language expresses these concepts in very different ways to English (Arabski 1979, Ekiert 2005, Zabor 2011). The aim of current research is to employ the Game Based Learning (GBL) approach combined with the cognitive-based approach of scaffolding (Vygotsky 1978), to ameliorate these difficulties and aid the students' learning of these concepts. In this paper, the development of an e-learning tool (Gillian 2012-2014) will be outlined. The paper will discuss how the Adaptive and Reusable Educational Game (AREG model) (Zarraonandia et al. 2012) and Vygotsky's cognitive approach will be utilised in this tool. Through the use of these components and this tool, a more individualised, effective, and motivating game experience will be designed for a wider range of English as Second Language (ESL) learners. © Peter Lang GmbH. All rights reserved.",,404,2015,Insights into Technology Enhanced Language Pedagogy,4,,Scopus
The added value of a gaming context and intelligent adaptation for a mobile learning application for vocabulary learning,"Sandberg, Jacobijn; Maris, Marinus; Hoogendoorn, Pepijn","Two groups participated in a study on the added value of a gaming context and intelligent adaptation for a mobile learning application. The control group worked at home for a fortnight with the original Mobile English Learning application (MEL-original) developed in a previous project. The experimental group worked at home for a fortnight with MEL-enhanced, the original application embedded in an adventure game and augmented with intelligent adaptation. Two learning themes were used: Zoo animals and Neighbourhood. Both groups attended lessons at school on Zoo Animals and Neighbourhood during the same periods they were allowed to work with the application at home. A pre- and post-test were conducted to establish the initial vocabulary knowledge and the knowledge acquired during the learning phase. The main results indicated that the students in the experimental condition (MEL-enhanced) outperformed the children from the control group (MEL-original), although the former group did not spend more time with the learning material than the latter, and that the students in the experimental group valued MEL-enhanced more than the children from the control group valued MEL-original. (C) 2014 Elsevier Ltd. All rights reserved.","Inclusion:
  - DGBL
  - English teaching
  - Mobile
Exclusion:
Research Question:
  - Elements:
    - Adaptability
    - Vocabulary
    - MCQ
    - Picture select
    - Puzzle
    - Rewards
    - Storyline
  - Validation:
    - Pre/post tests
    - Control/Experimental group
  - Results:
    - Knowledge increase",INC,2014,COMPUTERS & EDUCATION,76,,WOS
The design of a web 2.0 based vocabulary learning system for EFL learners,"Zhang W., Qiu F.","Vocabulary is essential to language proficiency and skills. However, vocabulary learning is tedious and difficult for most EFL learners due to the forgetfulness and the discrete nature of vocabulary. Although many learning strategies have been proposed for vocabulary learning, the great effort required prohibits ELF learners to apply them. To make the vocabulary learning as a social activity with fun, a web 2.0 based vocabulary learning system is designed in the paper. The content-centered model, flash-based educational game and mind-map view, together with those learning strategies that have been proved effective make the system collaborative, interactive, motivating and self-involved for ELF learner. The web 2.0 system is currently accessible by http://dict.vip92.com. © 2011 IEEE.","Inclusion:
  - DGBL
  - English teaching
  - Web
Exclusion:
  - No validation
  - Technical information
Research Question:
  - Elements:
    - Vocabulary
    - Collaborative
    - Match game
  - Validation:
  - Results:",INC,2011,ITME 2011 - Proceedings: 2011 IEEE International Symposium on IT in Medicine and Education,1,,Scopus
The design of IWB-based DGBL activities model for EFL preschoolers,"Huang Y.-H., Chuang T.-Y.","Digital game-based learning (DGBL) has successfully brought traditional game-based learning (GBL) into a new horizon due to its multimedia features, high interactivity, immediate and various feedbacks, authentic and vicarious contexts, etc. As a result, PC-based DGBL has been prevalent in the past decade. In terms of socio-cultural theory, however, PC-based DGBL has some drawbacks in nature to effectively create social interactions among learners in the classroom. The dynamics of DGBL in the classroom setting mainly relies upon learners fervent interactions to stimulate cooperation, collaboration, problem-solving, communication, and competition in the game context. The characteristics of interactive whiteboard (IWB) exactly solve the issue of adopting DGBL in the classroom. Therefore, IWB-based DGBL has been increasingly applied in the classroom setting in recent years. Nevertheless, not all instructors can put them into effective practice. Without effective teachers carefully planning curricula and conducting classroom activities, any fantastic tools and materials can become just fancy artifacts. Hence, this study aims to tackle these problems, particularly for EFL preschoolers, by proposing a model of IWB-based DGBL instructional activities based upon Communicative Language Teaching (CLT) approach, and suggesting several principles of implementing this model for EFL preschool teachers. © 2012 IEEE.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
  - No validation
Research Question:
  - Elements:
    - IWB (Interactive whiteboard)
    - Sound
    - Clear goals
    - Learner centered
  - Validation:
  - Results:",INC,2012,"Proceedings 2012 4th IEEE International Conference on Digital Game and Intelligent Toy Enhanced Learning, DIGITEL 2012",,,Scopus
The effect of an augmented reality board game on english vocabulary development,"Lantavou O., Fesakis G.","The process of vocabulary learning is a very complex one. Teachers have made tremendous efforts to tackle the difficulty of learning, retaining and using new vocabulary. The endless possibilities of game-based learning have a lot to offer in English Language Teaching (ELT). Furthermore, AR has emerged as an interesting tool in educational research. Combined with educational games, AR is a powerful tool. Lately, except from the cognitive aspects in EFL learning the emotional factors have come under research. This study attempts to investigate the effects that a board game for learning vocabulary has on learners. In the context of the research, an innovative board game was designed, in a conventional and an AR enhanced version, for vocabulary development. Two groups of students took part in this research. One group played the conventional version of the game while the other the version enhanced with AR. Pre-tests and Post-tests were taken and two questionnaires were used as well. The first one, is a user experience questionnaire created by Huang (2018) and the second is a combination of the PLEXQ questionnaire (Boberg 2015) and the researchers own questions. The results are interesting not only as cognition and emotion are concerned but also in terms of gender. © 2018, Dechema e.V. All rights reserved.",,404,2018,Proceedings of the European Conference on Games-based Learning,2018-October,,Scopus
The effect of augmented reality games on English as foreign language motivation,Taskiran A.,"Today, educational practices are being designed and varied due to advance of millennium generation who tend to use mobile technologies in every aspect of their lives. Accordingly, growing interest towards mobile learning in education brings several opportunities and advantages for English as foreign language teachers and learners. Augmented reality, which is another growing phenomenon on mobile devices, is a technology that incorporates digital information such as images, video, and audio into real-world spaces. As a part of mobile learning, augmented reality technique has potential to facilitate learning through enjoyment over learning tasks, engagement and motivation. Designed in descriptive survey model, this study intended to assess English as a foreign language learners’ subjective experience regarding the implementation of augmented reality-based learning materials in their language classes with a game-based approach in Anadolu University, Turkey. The analysis of the questionnaire items showed that most of the students accepted the activities in augmented learning environment highly motivating and enjoyable, which is common in augmented reality research. © The Author(s) 2018.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Augmented reality
    - AURASMA
    - Follow instructions game
    - Listening
    - Treasure hunt
  - Validation:
    - Survey
  - Results:
    - Motivation improve",INC,2018,E-Learning and Digital Media,,,Scopus
The Effect of Computer Game-Based Learning on FL Vocabulary Transferability,"Franciosi, Stephan J.","In theory, computer game-based learning can support several vocabulary learning affordances that have been identified in the foreign language learning research. In the observable evidence, learning with computer games has been shown to improve performance on vocabulary recall tests. However, while simple recall can be a sign of learning, observation of skill application in communication is a better indicator of skill mastery. Further, observing this use in separate communicative contexts could constitute evidence of transferability of skills. Hence, this paper presents the results of two investigations of learning outcomes in EFL classes at a Japanese university using computer game-based lessons. The first study was a quasi-experiment comparing use of targeted words in a writing task between a group of students who participated in a computer game-based lesson, and a group of students who did not. The second study was a cross sectional analysis comparing use of targeted vocabulary in a writing task with amount of participation in computer game-based lessons. The results suggest that computer game-based approaches to foreign language education in real-world classrooms can improve transferability of learned vocabulary.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Vocabulary
  - Validation:
    - Pre/post test
    - Control/Experimental group
  - Results:
    - Knowledge improve",INC,2017,EDUCATIONAL TECHNOLOGY & SOCIETY,20,1,WOS
The effect of Learning Community for Game-Based English Learning,"Lai C.-H., Peng W.-J., Chen W.-H., Lin R.-M.","In recent years, English Vocabulary plays such an important role in the learning arena. However, most students felt boring when they were reciting English words which lead to lower learning motivation or higher dropout rate. Hence, many presently researches emphasized on Game-Based Learning approach, combining video games to learning that makes the learning process more interesting. Therefore, this research is aimed to discuss whether the Learning Community could enhance students' learning achievement in Game-Based Learning and to probe into different Gaming Methods, Self-Efficacy, as well as the Community Roles influenced learning achievement and learning activities among students. The participants in this research are both senior high and elementary students, divided into two groups for a two month experiment. The result indicated significant difference between the senior high and the elementary students' learning methods for learning activities. In addition, the Self-Efficacy demonstrates conspicuous dissimilarity to learning achievement. Furthermore, diverse community roles reveal significant difference to learning activities as well.",,404,2013,"Workshop Proceedings of the 21st International Conference on Computers in Education, ICCE 2013",,,Scopus
The effect of length of exposure to CALL technology on young Iranian EFL learners' grammar gain,"Sadeghi K., Dousti M.","In the twenty-first century, integration of technology into education is a force worthy of contemplation. Among all the possible technological tools that can be integrated into EFL classes, computers seem to have achieved a more dominant position. One of the outstanding features of computers is their potential to present educational games and to add fun to grammar learning. This study investigated the possible effects of the integration of CALL technology on young Iranian elementary EFL learners' grammar gain. Moreover, it examined the role of length of exposure to find an optimum balance for the proper amount of CALL integration to language activities. One control and two experimental groups, each consisted of 15 participants, were engaged. One of the experimental groups used CALL technology for twice as long as the other group. 'Family and Friends 2' with its accompanying MultiRom was utilized in the experimental groups. This software presented computer-based grammar activities. All the participants tried their answers in separate immediate as well as delayed post-tests. The results of one way ANOVA demonstrated significant differences between control and experimental groups in the immediate post-test. The findings of the delayed post-test showed that a significant difference did exist between the control group and the second experimental group. Furthermore, the length of exposure was found to be influential. The results of this study provide some insights for teachers and administrators to review their curricula, approaches, and educational tools, and to consider the possibility of incorporating CALL technology into their teaching environments.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Grammar
    - Colorful images
    - Sound
    - Match game
    - Feedback
  - Validation:
    - Pre/Post tests
    - Control/Experimental group
  - Results:
    - Learning outcomes increase
    - More time more learning",INC,2012,English Language Teaching,6,2,Scopus
The Effective English Language Teacher from the Perspectives of Turkish Preparatory School Students,"Arikan, Arda; Taser, Duygu; Sarac-Suzer, H. Sezgi","In this study, Turkish EFL students' conceptualization of an effective English language teacher is studied. A survey formerly developed by Yu-Hsin (1999) was adapted and administered to 100 foreign language learners studying at two state universities' English language preparatory schools. Also, participants' written responses were collected to understand the qualities attributed to the effective teacher. Results show that an effective teacher is a friendly, young, enthusiastic, creative, and humorous person whose gender is not important. Also, students expect the teacher to be a native speaker of Turkish, but fluent in English, someone who likes to play educational games, and who teaches grammar effectively by using real life situations to explain language items. Also, students claim that an effective English language teacher has correct pronunciation.","Inclusion:
  - DGBL (mentioned)
  - English Teaching
Exclusion:
  - No related with DGBL
Research Question:
  - Elements:
  - Validation:
  - Results:",EXC,2008,EGITIM VE BILIM-EDUCATION AND SCIENCE,33,150,WOS
The Effectiveness of Self-Directed English Learning through SNS: Adopting Facebook based on Gamification,"Won, Eun-Sok; Kim, Jeong-Ryeol","This article suggests an efficient self-directed learning method that will help improve students' actual English ability by adopting Facebook, which is one of the most represented social networking services (SNS). The purpose of this article is to present a practical way in which to implement SNS-based, self-directed English learning by applying useful concepts from gamification and to ascertain the effectiveness of this method.","Inclusion:
  - DGBL
  - English Teaching
Exclusion:
Research Question:
  - Elements:
    - Social Networks
    - Facebook
    - Reading
    - Listening
  - Validation:
    - Survey
  - Results:
    - Positive comments",INC,2018,INTERNATIONAL JOURNAL OF MOBILE AND BLENDED LEARNING,10,3,WOS
The Effects of Digital Game Play on Second Language Interaction,"Reinders, Hayo; Wattana, Sorada","This paper reports on a study into the effects of digital game play on learners' interaction in English as a foreign language. 30 Thai learners of English enrolled in a 15-week University language course completed 18 face-to-face classroom lessons, as well as six sessions playing Ragnarok Online, a popular online role-playing game. The game had been altered to include a number of quests for learners to complete. To gauge the effects of playing the games, participants' language use in both text and voice chats was recorded and analysed. Game play resulted in a large and significant increase in English interaction that used a wider range of discourse functions, and also resulted in significantly more frequent contributions compared with English interaction in class. We discuss some of the theoretical and pedagogical implications of these findings.","Inclusion:
  - DGBL
  - English Teaching
Exclusion:
Research Question:
  - Elements:
    - MMORPG
    - Mission
    - Rewards
    - Competition
    - Chats records
  - Validation:
    - Experimental group
    - Observation
  - Results:
    - English use increase
    - Learning outcomes increase",INC,2015,INTERNATIONAL JOURNAL OF COMPUTER-ASSISTED LANGUAGE LEARNING AND TEACHING,5,1,WOS
The game genre factor in computer games based learning,Wiklund M.,"As the usage of commercial, off-the-shelf computer games as teaching tools are being discussed and empirically studied, the varying properties of different game genres is an important factor that should be taken into account. The possible impact on study results that may be inherent from game genres as such is an issue that needs to be studied in order to assess the potential of using commercial games in a learning situation. To obtain more information on the impact of game genre on a learning environment, an interview study was conducted. Students undertaking their 10:th and 11:th year of study as part of a test project using commercial off-the-shelf computer games of their own choosing as the main teaching tool, were interviewed about their favourite game genres. This was correlated with their study results in the subject of English (as a second language), for students favouring FPS (First Person Shooter) games versus MMORPG:s (Massively Multiplayer On-line Role-Playing Games). Results show that students with MMORPG:s as their favourite game genre (with or without other genres in conjunction) received a higher average number of yearly grades in English (as a second language) than students with FPS games as their favourite game genre. © 2006 The University of Wolverhampton.","Inclusion:
  - DGBL
  - English Teaching
Exclusion:
  - Studies review
  - Comparing gaming styles with grades
Research Question:
  - Elements:
  - Validation:
  - Results:
    - Players of MMORPG have better scores",INC,2006,Proceedings of CGAMES 2006 - 8th International Conference on Computer Games: Artificial Intelligence and Mobile Systems,,,Scopus
THE NECESSARY CONDITIONS FOR COMPLEX EMERGENCY IN GAMES: A STUDY ON OPPORTUNITIES OF LEARNING IN THESE SOCIAL PRACTICES,"Fidelis Braga, Junia de Carvalho; Soares de Souza, Valeska Virginia","In this paper, we look into (i) the reasons that lead students of two public schools to use games, (ii) the presence of the conditions required for complex emergence of knowledge in game elements, and (iii) the role these conditions play in their learning, especially learning English. The ensuing discussions will be based on complexity principles, which address the conditions for the emergence of learning and on the literature about learning through games. The analysis of the questionnaire-generated corpus indicates that research participants prefer games that favor decision-making and enable them to define not only what but also how to learn. These games present dynamics commonly found in the conditions for complex emergence that create opportunities to learn various skills, including English learning strategies. Our findings indicate that students also learn from educational games although these games do not present all the necessary emergence complex conditions nor do they appeal to most students.","Inclusion:
Exclusion:
  - Portugues
Research Question:
  - Elements:
  - Validation:
  - Results:",EXC,2016,REVISTA VIRTUAL DE ESTUDOS DA LINGUAGEM-REVEL,14,27,WOS
The relative effectiveness of digital game-based learning types in English as a foreign language setting: A meta-analysis,"Chiu, Yi-hui; Kao, Chian-wen; Reynolds, Barry Lee",,"Inclusion:
  - DGBL
  - English teaching
Exclusion:
  - Review
  - Practice vs engaging games
Research Question:
  - Elements:
  - Validation:
  - Results:",INC,2012,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,43,4,WOS
The use of emerging technologies by EFL teachers in primary schools,"Mantoro T., Fitriani D., Usino W., Ayu M.A., Rusdah","Although the use of emerging technologies in education is rapidly increasing, several studies have proved that teacher’s personal and technology-related characteristics that most affects young language learners performance. This study investigates the level of emerging technologies use in teaching English as a foreign language for primary school settings. English language learning, especially as a foreign language, is not limited to any particular age group. However, the focus could be different for primary school students as they are in the critical period of language acquisition. Twenty full time-teachers participated in the study and filled out questionnaires provided and developed to measure the use of emerging technologies in supporting oral skill, developing young learner’s literacy and digital game-based learning. The questionnaire was mainly focused on the frequency, quality and diversity of emerging technologies use in teaching English language. The results of data analysis revealed that teachers tend to use ICT for supporting students’ oral skill instead of developing students’ literacy. It was also found that teachers with better computer literacy seem to use ICT in the classroom than teacher’s with low computer literacy. © 2017 American Scientific Publishers All rights reserved.",,404,2017,Advanced Science Letters,23,2,Scopus
The utility of the grem model in designing an empirically researched e-learning tool,"Gillian E., Zarraonandia T.","E-learning tools are being used in second language teaching. The design of the tools is often based on programming and gamification perspectives, not pedagogical perspectives. The e-learning tool presented in this article employed the Games Rules ScEnario Model (GREM) (Zarraonandia et al., 2015) in its design. This model looks at game design from a programming perspective and a learning theory perspective. Thus, the model can incorporate well-researched cognitive/pedagogical theories such as form-focused instruction, comprehensible input, scaffolding, simple and complex chunking, and corrective feedback. An innovative and interactive game-based learning tool for teaching English article use was built employing the GREM approach and the cognitive/pedagogical theories mentioned. The tool’s effectiveness was tested on a sample of thirty Polish EFL students aged 13 to 14 years over a 10 week period. The students were randomly allocated to an experimental group (n = 14) and a control group (n =16). The former used the e-learning tool; whereas, the latter received in-class instruction only. Each group completed a pre-test stage, a teaching phase, and a post-test stage. Results of the t-test analysis revealed that the experimental group significantly outperformed the control group (at α = 0.05) in the overall results for appropriate use of English articles in the major usage contexts within English sentences. The results provide valuable quantitative evidence for utility of the GREM approach for designing e-learning tools that incorporate empirically-researched pedagogical and cognitive design elements. © 2018, Dechema e.V. All rights reserved.",,404,2018,Proceedings of the European Conference on Games-based Learning,2018-October,,Scopus
Towards an efficient mobile learning games design model,"Karoui A., Marfisi-Schottman I., George S.","Classrooms are increasingly equipped with information and communication technology and especially interactive mobile devices. However, the latest studies show that their use by teachers is still very limited because of a lack of resources and applications adapted to an educational use. Indeed, there seems to be a shortage of mobile learning practitioners due to the time required for these tools' apprehension. Likewise, studies show real needs to expand the variety of applications, resources and activities available on these mobile devices, in order to make them more suited to the teachers' pedagogic objectives. Concurrently, new ways of using mobile devices for education are arising. Among those directions of use, research conducted on Mobile Learning Games (MLGs) seems particularly promising. In this paper, we propose to identify several MLGs, from the most referenced scientific assessments, that have been carried out in educational context, in order to determine their common features and impact on learners, and to identify challenges in terms of design, storyboarding and student monitoring. Thus, we can discuss how far research on MLGs has gone in terms of pedagogical effectiveness and whether there are still challenges that teachers will be facing regarding the design and execution of MLGs. At this level, we try to define the main characteristics of the analysed MLGs, and identify the recurring problems that occur when teachers use them. First, this will allow us to establish several guidelines for designing MLGs. Secondly, in order to diminish the constraints of use, we discuss new ways of implementing MLGs. Furthermore, we propose a global MLGs model, capable of capitalizing the identified main characteristics and overcoming the recurring problems at the same time. Finally, we discuss the possibility of implementing this model through an authoring environment.","Inclusion:
  - DGBL
  - English teaching
  - Mobile
Exclusion:
  - Review
Research Question:
  - Elements:
    - Roles
    - Maps
    - Cooperative
    - Collaborative
    - Treasure hunt
  - Validation:
  - Results:",INC,2015,Proceedings of the European Conference on Games-based Learning,2015-January,,Scopus
Transmedia storytelling and the creation of a converging space of educational practices,"Rodrígues P., Bidarra J.","As the media landscape evolves, educators are tapping into learning opportunities that meet the needs of 21st century learners. This paper provides an entry point to a relevant social problem related to education with Transmedia Storytelling, a story that crosses multiple forms of media, and each delivers a unique or specific contribution to the story experience. This study aims to contribute to the development and application of Transmedia Storytelling in educational settings. For this purpose a set of frameworks and educational models were selected based on research that points to the widespread use of transmedia learning experiences that are authentic, engaging, immersive, as well as support the development of new literacies. Ultimately, we attempt to demonstrate how the creation of a transmedia learning environment will allow the learner to develop and thrive in the digital age.","Inclusion:
  - DGBL
  - Geolocation
Exclusion:
  - Review
Research Question:
  - Elements:
    - Storytelling
    - Replay
    - Mobility
    - Access
  - Validation:
  - Results:",INC,2014,International Journal of Emerging Technologies in Learning,9,6,Scopus
Understanding students' learning behavior outside of the classroom,"Kallookaran M., Siemon D., Robra-Bissantz S.","Not being constrained to a physical classroom or the time when it has to take place opens up several new possibilities to teachers. However, before a teacher is able to shift learning outside of the classroom it is necessary to know how students behave under these new conditions. This is why we implemented a mobile learning application that monitors students' activities and gives them the opportunity to interact and reiterate course content at any given time. This was an effort to enhance student-content interaction which is indispensable whenit comes tolearning. For this purpose, wetriedto develop more authentic content which is linked to a specific place. This way we were able to observe that students preferred location-based content that was located closer to the classroom. Furthermore, we were able to observe that students preferred to engage content by late morning times. © 2018 Association for Information Systems. All rights reserved.","Inclusion:
  - DGBL
  - Geolocation
Exclusion:
Research Question:
  - Elements:
    - Teacher interface
    - Location questions
  - Validation:
    - Control/Experimental group
  - Results:
    - Students willing increase",INC,2018,"Americas Conference on Information Systems 2018: Digital Disruption, AMCIS 2018",,,Scopus
Unmasking the Mystique: Utilizing Narrative Character-Playing Games to Support English Language Fluency,"Killham, Jennifer E.; Saligman, Adam; Jette, Kelli","This classroom-based action research study investigated the creative implementation of fluency instruction for English as a Foreign Language (EFL) learners through the use of a virtual character-playing simulation called Place Out of Time (POOT). The researchers sought to identify what supported and impeded student participation in this game-based learning environment. Participants included 35 ninth grade students at a highly ranked university preparatory school in Eastern Europe. This study employed narrative inquiry, drawing from game discourse (e.g., participant observations), surrounding discourse (e.g., classroom observation) and meta discourse, (e.g., interviews, focus groups, and post-activity reflection papers). Thematic analysis revealed the students' desires for an increase in academic rigor related to POOT instruction. Four sub-themes pertaining to academic rigor emerged: content legitimacy, accountability, website functionality, and dynamic interactions. Subsequently, the authors advise classroom teachers to consider several crucial factors when instituting creative fluency instruction with high-achieving EFL students: exercise precaution when labeling learning environments as ""games;"" apportion feedback that is frequent, contextualized, and consequential; and oversee and redirect non-participation.",,404,2016,INTERNATIONAL JOURNAL OF GAME-BASED LEARNING,6,4,WOS
Using audio in location-based educational games,Kristiansen E.,"In connection with the new geological museum at Møns Klint in Denmark, an education centre was established. This teaches school classes about the special nature in the area, particularly the famous chalk cliffs on the eastern coast of the island, where the museum is located. Together with the ""Danish Forest and Nature Agency,"" and the education centre of the museum, we designed a game to teach children aged 13 and up, the special nature found on the cliff. As the education centre already offers guided tours, the problem was to design a game that would take the children and adults out on their own or in small groups, using familiar technology like the mobile phone, but in a new way. It was also considered important that the technology should ""stay in the background"" - that is, require a minimum of hands-on interaction and if possible, not use a screen at all. This would free the players to concentrate on the nature of the site and on the game. To meet these requirements a location-based game called ""Klintespillet"" was designed. As almost all location-based games use the players' mobile device to show a map on the screen, the challenge was to design an audio-only or audio-mostly location-based game. Audio is used widespread in games, but few games rely on audio as a primary means of communication. Using audio in location-based games is even more interesting, as game audio can be enjoyed without disturbing the visual experience of the place. Game audio may provide the player with an audio experience, that mix various kinds of audio with the soundscape of the location in a number of ways. On the other hand designing a game without using visuals and with a minimum of keyboard interaction is a challenge. This was explored in the location-based game called ""Klintespillet,"" based on a site-specific narrative built on the folklore and special features of the site. This resulted in a prototype that was evaluated using qualitative methods. Evaluation showed that an audio-only location-based game may not be desirable, but that an audio-mostly location-based game may create an immersive game space, which is an interesting platform for location-based learning.",,404,2010,"4th European Conference on Games Based Learning 2010, ECGBL 2010",,,Scopus
Using augmented reality to teach kindergarten students english vocabulary,"Lee L.-K., Chau C.-H., Chau C.-H., Ng C.-T.","Augmented Reality (AR) is a technology that augments the real physical world with computer-generated 3D virtual objects such that the users can interact with them using the screen of their mobile devices. This paper studies how to effectively use AR to enhance the learning experience of kindergarten students, while addressing parents' concern that a long-time usage of electronic devices may affect their child's health. We developed an AR mobile application prototype to teach kindergarten students English vocabulary in an interactive and attractive way. It allows kindergarten students to learn English vocabulary in any place and at any time using a mobile device. To address the parents' concern on health, we integrate a monitoring system into the application, which allows the parents to monitor their child's usage and stop the application in real time online. Preliminary evaluation shows that the effectiveness of the application is satisfactory. It is beneficial to use augmented reality for early childhood education if the usage time of the students is well monitored. © 2017 IEEE.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Augmented reality
    - Learning analytics
    - Vocabulary
    - Spelling game
  - Validation:
    - Survey
  - Results:
    - Learning outcomes increase",INC,2017,"Proceedings - 2017 International Symposium on Educational Technology, ISET 2017",,,Scopus
Using digital games as a learning and teaching tool in hong kong classrooms,"Hui C., Tam F.","Digital game-based learning is becoming a new trend for teaching and learning. While it has been developing in some countries for years, it is still a relatively new topic in others. The recent Hong Kong education system needs a transformation in the teaching and learning mode and digital games can play an important role. With the increasing popularity of digital games and rapid growth of needs in using information technology in the classrooms, this paper aims at looking into the local situation and the potential educational games market in Hong Kong with an example of a locally developed educational game.",,404,2011,"Proceedings of the 14th IASTED International Conference on Computers and Advanced Technology in Education, CATE 2011",,,Scopus
Using native tongue mnemonics to enhance English learning,"Safi M.I., Badillo-Urquiola K., Shahid S., Mahmood H., Haider M., Zaheer Z.","An individual's language and culture play an important part in their learning process [9]. In this paper, we develop a mobile application called “Mnemorizer” to help international students learn English vocabulary for standardized tests. We use mnemonics and gamification to aid learning and present results that indicate that native tongue mnemonics are more effective than mnemonics in English. Initial results of this ongoing project provide motivation for our future work, which will leverage crowdsourcing techniques to build a database of mnemonic devices to support a broader subset of languages and cultures. © 2018 Copyright is held by the","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - User centered design
    - mnemonics for vocabulary
  - Validation:
    - Experimental group
  - Results:
    - Faster learning",INC,2018,Proceedings of the International ACM SIGGROUP Conference on Supporting Group Work,,,Scopus
Using ubiquitous games in an English listening and speaking course: Impact on learning outcomes and motivation,"Liu, Tsung-Yu; Chu, Yu-Ling","This paper reports the results of a study which aimed to investigate how ubiquitous games influence English learning achievement and motivation through a context-aware ubiquitous learning environment. An English curriculum was conducted on a school campus by using a context-aware ubiquitous learning environment called the Handheld English Language Learning Organization (HELLO). HELLO helps students to engage in learning activities based on the ARCS motivation theory, involving various educational strategies, including ubiquitous game-based learning, collaborative learning, and context-aware learning. Two groups of students participated in the learning activities prescribed in a curriculum by separately using ubiquitous game-based learning and non-gaming learning. The curriculum, entitled 'My Campus', included three learning activities, namely 'Campus Environment', 'Campus Life' and 'Campus Story'. Participants included high school teachers and juniors. During the experiment, tests, a survey, and interviews were conducted for the students. The evaluation results of the learning outcomes and learning motivation demonstrated that incorporating ubiquitous games into the English learning process could achieve a better learning outcomes and motivation than using non-gaming method. They further revealed a positive relationship between learning outcomes and motivation. (C) 2010 Elsevier Ltd. All rights reserved.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - ARCS
    - Ubiquitous
    - Clear goals
    - Treasure hunt
    - Listening
    - Speaking
    - Collaborative
    - Augmented reality
  - Validation:
    - Control/Experimental group
    - Survey
    - Pre/post tests
  - Results:
    - learning outcomes increase
    - Students motivation increase",INC,2010,COMPUTERS & EDUCATION,55,2,WOS
VIRGE: Tutoring English over the Web through a game,"Virvou M., Katsionis G.",We have developed a virtual reality (VR) game for tutoring English as a foreign language over the Web. The educational game is called VIRGE (virtual reality game for English) and intends to motivate and engage students through the use of a game. We have shown how an ILTS may be combined with the technology of virtual reality games and used over the Web for teaching English as a second language. The benefits of the combination of the above technologies are particularly important for the domain of a foreign language teaching because they allow the creation of engaging and motivating educational applications that are cross-cultural. © 2003 IEEE.,"Inclusion:
  - DGBL
  - English teaching
Exclusion:
  - Not validation
Research Question:
  - Elements:
    - Virtual reality
    - Learning analytics
  - Validation:
  - Results:",INC,2003,"Proceedings - 3rd IEEE International Conference on Advanced Learning Technologies, ICALT 2003",,,Scopus
Vocabulary and grammar gain through computer educational games,"Jalali S., Dousti M.","The increasing use of computers in the past thirty years has encouraged many to investigate their effectiveness as instructional tools. The unquestionable presence of computers in all aspects of human life and the inner desire of human beings to enjoy learning through the use of computer educational games prompt the integration of computer-based games in EFL teaching and learning environments. This study investigated the effect of computer educational games on Iranian elementary learners' grammar and vocabulary gain. A total of 58 female, who were selected out of 80 elementary institute EFL learners participated in the study. Their age range is between 13-15 one experimental and one control group took part in this study. The study followed a quasi-experimental pre- and post-test design. In order to compare the results of their performance, an independent samples t-test was conducted. In comparing the pre-test and post-test scores, the results demonstrated no significant differences between the experimental and control groups. However, the involvement of all learners, their enthusiasm to use the new technology in language learning and learners' positive attitudes toward learning was apparent in the experimental group. The presence of such a high motivation among the learners in experimental group could contribute to their active involvement in the process of learning. This implies that computers have a significant role in motivating learners' involvement in the learning process.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Vocabulary
    - Grammar
  - Validation:
    - Control/Experimental group
    - Pre/post tests
  - Results:
    - Students motivation increase",INC,2012,GEMA Online Journal of Language Studies,12,4,Scopus
